Id_old,Id,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
10374,4812,36,16.2,7.1,2.5,6.3,40.6,0.8,2.5,43.1,1.1,1.6,75,0.4,1.5,1.9,1.3,0.9,0,0.7,1
9234,4813,47,14.1,4.3,1.8,3.8,44.4,0.5,1.2,24.4,0.6,0.9,73.7,1,1.1,2.1,0.6,0.5,0.2,0.6,1
12674,4814,75,31.5,13.3,4.6,10,44.1,0.2,0.5,25,4.5,5.4,82,1.1,4.3,5.3,2.2,0.8,0.3,2.1,1
8180,4815,73,32.4,10.4,4.2,10.8,37.8,0.6,2.1,29,1.4,1.8,76.2,0.7,2.6,3.5,6.1,1.2,0.1,2.1,1
9727,4816,68,20.3,7.5,2.9,6,51.3,-0.1,-0.3,14.2,1.4,2.2,68.8,1.9,3.6,5.9,1.5,1.1,0.3,0.9,1
1008,4817,85,15.2,5.9,2.1,4.7,45.7,0.8,2.3,38.2,1.1,2.1,57.4,1,1.8,2.9,0.5,0.4,0.2,0.9,1
12881,4818,54,12.2,5.7,2.2,4,53.4,0.3,0.7,-10,1.5,2.1,66.2,1.5,1.2,2.8,0.4,0.3,0,1.3,1
4426,4819,70,16.3,6.3,2.2,4.6,49.3,0.6,1.5,50.6,1.3,1.5,89.7,1,1.4,2.4,0.9,0.2,-0.1,0.8,1
2640,4820,76,25.7,9.8,4.2,9.7,43.8,0.1,0.4,30.6,1.2,1.7,77.3,1.2,2.3,3.8,2.4,0.5,0.2,1.6,1
11113,4821,45,5.3,1,0.4,1.2,35.8,-0.2,-0.4,5.9,0,0.1,67.3,0.2,0.3,0.6,0.4,0.3,-0.4,0.2,0
304,4822,70,15.4,3.8,1.4,3.1,46.8,0,0.1,-22.8,1,1.6,68.7,2,2.5,4.6,0.8,0.7,0.3,0.5,1
6123,4823,40,27.1,10.6,4.7,11.6,39.4,0.5,1.7,42.4,1.4,2.2,72.2,1.5,2.3,4.3,2.6,1.2,0.2,1.5,1
4566,4824,59,9,2.9,1.2,2.4,48.5,0.3,0.6,0.6,0.5,0.7,62,1.5,1.2,2.3,0.2,0.2,0.2,0.5,1
2042,4825,42,12.4,4.4,1.5,4.2,36.6,0.4,1.2,39.3,1,1.3,71.7,1.3,2.8,4.4,0.9,0.5,0.5,0.6,1
13547,4826,55,7.4,1.7,0.6,1.3,46,-0.1,-0.5,7,0.6,0.9,69.3,0.8,1.5,2.4,0.1,0.3,0.5,0.4,1
6107,4827,39,8.7,2.5,1,2.6,38.6,0.2,0.6,19.9,0.3,0.5,70.9,0.4,0.9,1.4,0.2,0.2,0,0.5,0
2854,4828,57,9.7,3,1.1,2.8,38.1,-0.3,-0.2,6.4,0.8,0.8,83.8,0.5,0.6,1,1.1,0.6,-0.2,0.7,0
13414,4829,62,15.9,9.4,3.9,7.8,50.3,0.1,0.3,17.5,1.7,2.4,70.1,0.5,0.7,1.2,2.2,0.8,0.1,1.9,0
7845,4830,60,13.7,4.2,1.5,3.6,42.1,0.2,0.9,28.1,1.3,2.1,65.1,0.5,1,1.5,1.3,0.5,0.2,0.9,0
13523,4831,56,12.9,4.3,1.6,4,40.2,0.6,1.7,34.2,0.7,0.9,76,0.1,1.1,1.1,2.2,0.7,0.1,1,1
4182,4832,72,24.7,12.9,4.9,10.2,48.5,0.5,1.3,25.2,2.3,2.9,75.2,0.5,1.4,2.1,2.7,0.7,0.2,2.1,1
4779,4833,76,29.8,12.5,4.2,8.5,52.5,0.7,1.7,36,2.8,3.4,76.1,1.9,2.9,4.5,1.8,1.4,0.8,1.5,1
10632,4834,80,20,5.2,2.1,4.3,46.4,-0.2,-0.3,7.2,1.1,1.9,61.3,2.1,2.9,4.9,1.5,0.7,0.5,1.2,1
9681,4835,75,27.1,13.9,4.9,12,41.3,0.6,2,21.4,2.8,3.4,75.3,0.9,2,2.9,1.6,0.6,0.3,1.4,0
2040,4836,64,12.7,3.6,1.4,2.9,47.2,-0.1,-0.2,2.7,0.7,1.3,60.5,1,2.1,3.3,1,0.3,0.1,0.9,1
11515,4837,65,11,3.1,1.2,3,41.9,0.3,0.9,20.6,0.4,1,51.5,0.3,1.3,1.7,0.4,0.1,0.3,1,0
12632,4838,63,9.4,4.2,1.5,3.5,40,0.4,1,40.7,1,1.7,58.7,0.3,0.5,0.9,2.3,1,-0.3,0.8,1
8529,4839,61,10.3,4.1,1.8,3.5,50.8,0.3,0.8,46.5,0.4,0.8,59.2,0.9,1.2,1.9,0.6,0.4,0.4,0.5,1
1304,4840,72,11.2,3.3,1.3,3.1,44.6,0,0,20,0.5,0.8,74.2,0.5,0.9,1.5,1.6,0.5,0.1,1,1
10022,4841,74,13.7,5.2,1.8,4.5,42.6,0.8,2.1,30.3,0.7,0.9,77.3,0.5,0.9,1.5,0.8,0.7,-0.8,0.8,1
795,4842,77,28.4,12.3,5.2,8.8,61,0.1,0.2,-3.8,2.2,3.8,60.6,3.2,5.5,8.7,1.4,1.1,0.4,2.1,1
8234,4843,53,28,9.4,3.6,8.2,45,1,2.7,6.1,1.4,1.8,74.5,1.1,3.6,5,1.7,0.3,0.3,1.1,1
3129,4844,34,11.2,4.1,1.4,4.8,28.7,0.7,2.4,34.5,0.7,0.9,78.4,0.2,0.5,0.7,1.3,0.5,-0.7,0.8,1
11008,4845,72,12.6,3.5,1.2,3.2,38.1,0.4,1.4,6.1,0.8,1,73.5,0.7,1.3,2,0.2,0.1,0.1,0.3,0
3098,4846,85,21.3,8.9,3.2,7.8,39.4,0.3,1.1,11.8,1.9,2.5,77.5,1,2.5,3.7,3,0.4,0.2,1.5,1
1005,4847,49,12.8,4,1.4,3.3,42.5,0.4,1.2,27.4,0.8,1.3,61.2,1.1,1.1,2,0.4,0.6,0.3,0.5,1
2357,4848,60,13.6,3.3,1.3,2.9,43.9,0.4,1.1,3,0.5,0.6,78,0.2,1.1,1.3,1.1,0.3,0.1,0.7,1
10167,4849,69,27.2,10.8,4.4,9.5,48.5,0.1,0.5,7.3,1.8,2.8,67.7,3.6,4.4,8,1.2,0.9,0.8,1.7,1
9783,4850,63,19.8,6.5,2.4,4.9,46.6,0.5,1.5,4.1,1.4,2,71,1.8,3.4,5.2,0.5,0.6,0.3,0.8,0
1415,4851,66,18.9,6.4,2.3,6.3,35.4,0.4,1.6,8.3,1.6,1.8,80.8,0.4,1.7,2.2,2.1,1.3,0.1,1.2,0
6849,4852,52,10.9,3.2,1.4,3.7,39.7,0.2,0.4,18.8,0.3,0.4,72,0.6,1.3,2,0.7,0.6,0.3,0.6,1
7288,4853,78,22.1,9.6,3.6,7.4,48.3,0.5,1.5,44.2,1.5,1.7,87.8,2.1,3.8,6,0.7,0.7,0.3,0.8,1
8597,4854,62,8,3.7,1.5,3.4,45.4,0,0.4,6.8,0.6,0.8,77.9,0.2,0.5,0.7,0.5,0.5,-1,1.1,0
13476,4855,66,12,4.7,1.8,3.5,48.6,0.3,0.4,24,1.1,1.5,76.7,0.7,1,1.8,1.5,0.4,-1,0.6,1
902,4856,84,38.6,14,5.8,12.4,47.8,0,0.3,10.5,3.2,4.4,70.8,2,3.1,5.4,4.6,2,0.4,2.3,1
2801,4857,62,16.7,6.5,2.7,7.2,36.3,0.5,1.4,39.4,0.7,1.1,67.6,0.6,0.9,1.4,3.3,1.1,-1.5,1.4,1
12510,4858,55,11.1,2.3,1.2,2.2,52.7,-0.5,-1.5,-3.8,0.1,0.2,56.6,0.8,1.5,2.2,0.6,0.3,0.3,0.5,1
9653,4859,89,27.9,12.2,4.7,11.1,42.1,0,0.2,25.3,2.7,3.7,75.5,1.9,3.6,5.5,2.8,1.1,0.5,1.5,0
13777,4860,21,8.6,1.8,0.7,1.9,38.5,0.3,0.6,16.6,0.2,0.3,61.7,0.4,2.5,2.8,0,0.1,0.5,0.2,1
10719,4861,52,18.5,8.5,3.4,8.3,41,0.3,1.1,-8.6,1.4,2.1,70.7,0.8,1.8,2.6,3.5,1.3,0.2,1.9,1
7690,4862,63,15.3,4.5,1.8,4,43.3,0.4,1.2,22.2,0.8,1.3,58.2,0.3,1,1.3,1.6,0.5,0.1,1.6,1
12714,4863,63,18.8,5.5,2.3,4.6,48.4,0.4,1,7.3,0.7,1,69.2,0.3,1.2,1.6,2.5,0.6,0.3,1.2,1
3912,4864,41,10.3,3.4,1.2,3.4,36.5,0.3,0.9,51.3,0.8,1.3,62.8,0.1,0.7,0.8,2.1,0.6,-0.1,1.3,0
6476,4865,60,21.1,7.5,3.1,6.9,42.3,0.6,1.7,49.7,0.9,1.3,71.6,0.6,1.8,2.3,1.6,0.8,0.2,0.9,1
1522,4866,63,11.9,4.2,1.8,3.2,54.4,-0.4,-1.1,-2.7,0.5,0.6,74.3,1.3,2.9,4,0.5,0.1,0.3,0.7,1
12700,4867,45,17,3.7,1.2,2.9,43.4,0.2,0.6,17.6,1,1.3,70.2,0.6,2.1,2.7,1.4,0.6,0.2,1.7,1
7687,4868,64,6.8,2.4,1,2.3,44.9,-0.3,-0.9,-10.1,0.3,0.6,51.1,0.7,0.8,1.6,0.2,0.2,0.5,0.6,1
12711,4869,54,31.2,17.7,7,14.3,50.1,0,0.2,-8.8,3.5,4.7,75.6,2.3,5.2,8.1,1.5,0.7,1.6,3,1
10229,4870,64,16.2,6.2,2.7,6.2,45.1,0.2,0.6,22.9,0.6,1,69.6,1.9,2.6,4.5,0.7,0.4,0.3,1,1
12990,4871,76,22.8,11,4.5,8.3,52,0.1,0.2,33.2,2.2,2.6,76.1,1.8,2.7,4.3,2.2,0.8,0.3,1.3,1
9825,4872,50,10.5,2.7,1,2,47.9,0.6,1.1,21.2,0.4,0.7,59.1,0.6,0.9,1.4,1.2,0.7,0.2,0.9,1
12906,4873,47,16.6,5.8,2.5,5.9,42.9,0.3,0.9,-0.4,1.1,1.6,65.2,1.3,1.8,3.1,2.1,0.5,0.3,0.9,0
13742,4874,43,17.1,5.8,2.7,6.1,44.9,0.1,0.3,21.4,0.6,0.9,66.2,1.1,1.2,2.2,0.6,0.7,-0.2,0.8,0
8955,4875,57,11.2,3,1.1,2.5,43.2,-0.4,-0.8,0.1,0.9,1.2,69.7,0.6,1.5,2.3,1.1,0.3,0.2,0.6,1
5886,4876,28,9,2.6,0.9,2.5,35.5,0.9,2.4,35.3,0.5,0.4,93.9,0,0.4,0.5,1.7,0.2,-1.7,0.3,0
12751,4877,76,14.9,7.7,3,6,51.1,0.4,1.2,23.6,1.3,1.8,69.7,0.8,0.8,1.6,2.8,0.8,0.2,1.7,1
2905,4878,77,28.2,15,6.3,14.1,45.6,0.9,2.6,9.7,2.1,3.8,53.1,2.9,5.1,7.9,1.5,0.6,1.9,2.8,1
5910,4879,69,29.5,14.4,5.4,12.5,44.1,0.4,1.6,16.7,2.7,3.7,67.2,1.3,2.2,3.4,3.3,1.3,0.1,2.5,1
957,4880,42,11.1,3,1.2,2.9,40.8,0.1,0.6,27.1,0.4,0.6,76,0.9,1.2,2.2,0.5,0.2,0.5,0.6,1
5381,4881,48,14.3,4.3,1.7,4.2,40.3,0.4,0.8,23.7,0.6,0.8,76.5,0.6,1,1.5,0.8,0.7,0,0.5,1
8428,4882,60,16.6,7,2.4,6.9,33.8,0.6,1.7,28.1,1.7,2.5,67.9,0.4,1.5,1.9,3.2,1.3,0.2,1.9,1
3016,4883,64,20.9,5.8,2.4,5,46.7,0.7,1.7,33.5,0.6,1,56.6,0.7,2.4,3.2,1.7,0.6,0.2,1.3,1
9255,4884,65,12,3.3,1.3,3.4,39.8,0.1,0.3,14.4,0.3,0.3,79.1,0.1,1.1,1.1,0.9,0.3,0.2,0.7,1
4768,4885,66,9.4,3.6,1.4,3.2,44.1,-0.2,-0.5,10.6,0.7,1.2,55.1,1.3,1,2.1,0.2,0.5,0.5,0.7,1
9149,4886,81,19.9,8.4,3,7.4,42.4,0.8,2.2,51.2,1.2,1.6,68.3,1,2.5,3.7,1.5,0.8,0.1,1.5,0
10027,4887,40,10.9,2.9,1.2,3.1,38.8,-0.3,-0.4,5.9,0.5,0.8,61.4,0.3,0.3,0.6,1.4,0.3,0.3,1,0
9901,4888,51,10.9,2.6,1,2.3,44.4,-0.6,-1.2,-0.4,0.7,1,75.3,0.4,1.2,1.8,1.5,0.6,0.1,1.2,0
2474,4889,55,20.5,6.6,2.5,5.8,42.7,0,0.3,25.4,1.5,1.7,79.5,1.4,2.5,4,1.4,0.5,0.4,1,1
10272,4890,55,14.3,4.5,2,3.6,52.2,-0.6,-1.7,1,0.8,1.2,64.3,2.2,3.5,5.6,0.5,0.4,0.3,0.6,1
9027,4891,52,13.6,3.8,1.2,3.2,36.8,0.1,0.4,16.5,1.6,1.9,85.4,1,2,3,1.9,0.5,0.3,1.4,0
1058,4892,61,15.6,5.4,1.9,4.5,44.7,0,0,12.1,1.6,2.3,74.7,0.8,1.7,2.5,1.9,0.4,0.1,1.1,1
12336,4893,19,5.1,2,1,2.5,40,-0.3,-0.9,34.5,0.1,0.2,62.7,0.1,0.3,0.4,0.5,0.1,0.1,0.4,0
7179,4894,62,11.7,2.8,1.2,2.9,42.2,0.5,1.2,22.6,0.3,0.4,69.3,0.3,0.7,1.1,1,0.8,-0.1,0.5,1
7145,4895,67,20.9,8.9,3.2,7,45.9,0.7,1.8,30.2,1.9,2.8,67.6,0.8,2.8,3.6,2,0.6,0.4,2.1,1
2969,4896,44,16.5,5.9,2.3,4.4,52.6,0.2,0.5,30.7,1,1.5,75.2,1,2.3,3.2,1.2,0.3,0.2,0.8,1
9345,4897,78,22.1,11,4.2,8.9,47.8,0.5,1.4,21.6,1.8,2.1,83.9,0.9,1.8,2.5,0.9,0.6,0.4,1,1
3238,4898,72,27.9,7,2.6,4.8,50.8,0.1,-0.4,39.5,1.7,1.8,99.5,0.7,2.3,2.9,3.1,0.9,0.3,1.6,1
5200,4899,52,23.9,6.7,2.5,4.9,50.7,0.3,1,19,1.2,1.4,72.6,1.2,2.5,3.8,2.1,0.6,0.2,1.2,0
4229,4900,83,19.2,7.8,3.2,6.9,43.9,0.4,1.3,14.2,1.2,2.1,61.3,1.3,2.3,3.7,1.7,0.3,0.1,1.1,1
3153,4901,37,10.8,3.1,1.3,3.2,40.8,0.3,0.8,19.5,0.3,0.4,76.2,0.6,1.4,1.9,0.2,0.2,0.2,0.4,1
13005,4902,40,16.1,5.3,1.9,5.1,36.5,0.5,1.7,21.4,1.3,1.5,78.3,0.5,1.4,2,1.5,0.5,0.1,0.8,1
11661,4903,40,13.8,3.9,1.3,3.7,37.7,0.4,1.2,9.1,1.1,1.7,69,1,2,3.3,1.6,0.7,0.1,1.1,1
9291,4904,59,25.5,10.1,3.6,8.8,40.9,0.1,0.3,38,2.5,3.3,74.6,1.3,3.1,4.4,2.6,1.4,0.4,1.9,0
8917,4905,90,28.4,10.6,4.8,9.8,48.4,-0.4,-1.1,16.4,2,3,58.8,2.1,4.5,6.7,0.8,1,1.1,1.9,0
2326,4906,92,26.2,13.2,6.1,11.5,56,-0.4,-1,-19.7,1.8,2.5,73.4,4.2,4.9,8.7,1.3,0.6,0.6,1.8,1
6641,4907,67,13.5,4.2,1.4,4,32.6,0.4,1.3,25.2,1.1,1.3,84.5,0.4,0.7,1.1,2.5,0.7,0,1.3,1
12642,4908,106,41.9,11.9,5.7,11.7,47.7,0.6,1.7,13.1,1,1.9,55.6,2.5,8.1,11,3.4,0.8,0.8,2,1
5565,4909,71,27.5,10.3,4.5,10.9,43,0,0.2,10.6,1.2,2,63.2,1.6,3.2,4.6,1.6,0.7,0.3,1.5,1
10289,4910,88,25.8,7,2.9,6.3,44,0.3,0.8,20,1.1,1.7,69.7,1.5,2.9,4.4,1.1,0.7,0.8,0.6,1
4949,4911,46,15.8,5.1,1.7,3.8,44.4,0.3,0.8,19.6,2,2.8,74.7,1.2,2.5,3.8,1.1,0.6,0.1,1.6,1
10496,4912,95,28.1,9.7,3.5,8.4,43.5,0.4,1.2,9.9,2.2,3.5,61.8,1.3,4,5.5,2.5,0.9,0.4,2.2,1
8918,4913,72,23.7,8.4,3,6.8,43.6,1.1,3,48.6,1.1,1.6,76.2,0.8,2.6,3.2,1,0.3,0.3,0.7,1
30,4914,75,36.4,21.3,8.1,15.6,54.3,0.7,1.8,31.7,3.6,5,75.1,2.1,3.7,5.5,5.4,1.6,0.1,4.2,1
3870,4915,54,12.1,3.9,1.6,3.7,40.4,0.1,0,22.6,0.5,0.9,65.3,1.1,2.6,3.5,0.3,0.2,0.1,0.6,0
7375,4916,49,12.2,4.5,1.6,3.5,44.9,0.3,1,35.4,1.3,1.9,67.6,0.3,0.8,1.1,1.4,0.5,-1.7,1.1,1
13360,4917,66,21,5.7,2,4.9,44.4,0.4,1,35.6,1.1,1.4,78.2,1,1.9,2.8,0.9,0.5,0.3,0.9,1
5947,4918,63,13,4.9,2.1,3.6,55.5,0.1,0.2,23.5,0.9,1.1,72.3,1.2,1.8,2.8,2.2,0.6,0.3,1.7,1
7626,4919,81,20.8,7.6,2.7,6.2,44.8,0.4,1.1,12.1,1.8,2.1,79,1.7,4,5.6,0.7,0.6,0.1,1.3,1
7514,4920,66,19.1,7.4,2.8,6.5,42.1,-0.5,-1.1,1,2.3,3.2,73.1,0.6,2.4,2.9,1.8,0.6,0.3,1.2,1
10334,4921,86,29.2,9,3.1,6.9,46.2,0.3,0.9,4.7,2.1,2.8,78.8,2.6,2.6,4.9,3.4,1,0.4,1.7,1
4878,4922,58,18,11.6,4.8,8,59.5,-0.4,-1.1,-0.7,2.9,4.4,58.3,3.6,2.7,5.9,1.7,0.7,0.6,2.6,1
5275,4923,36,13.7,3.1,1,3.1,33.3,1.1,3,65.5,0.5,0.6,76.5,0.3,1.1,1.4,1.3,0.4,-0.2,0.7,0
10567,4924,83,22,7,2.8,6.2,46.9,0,0.1,10.8,1.2,2,63.1,1.5,2.3,3.7,2.1,0.8,0.4,1.4,1
3908,4925,64,17.1,7.7,2.7,5.3,51,0.4,1.4,21.8,1.5,2.8,51.6,1,2.4,3.6,0.8,0.4,0.2,1.3,1
1323,4926,52,35.1,10.3,4.1,8,53.1,0.4,0.9,5.6,2,3,65.5,1.5,4.4,5.6,1.6,1.4,0.3,1.8,1
4969,4927,46,9.9,3.2,1.2,3.1,38.1,0,-0.1,27.5,0.8,0.9,84.6,0.2,1,1.2,0.7,0.1,0.1,1,1
9587,4928,56,8.8,2.6,0.9,2.5,38.7,0.1,0.7,24.5,0.6,0.9,72.7,0.4,0.8,1.3,0.7,0.2,0.3,0.7,0
1563,4929,67,15.8,3.6,1.5,3.4,44.4,0,-0.1,9.9,0.7,1,69.7,0.6,0.6,1.1,2.9,0.5,0.1,1,1
1004,4930,56,11.8,4.2,1.4,3.8,35.8,0.2,0.8,12.9,1,1.5,70.8,0.8,0.9,1.5,0.8,0.3,0.2,1.1,1
10476,4931,56,14.7,5.6,2.1,4.9,40.9,0.2,0.9,2.2,1.1,1.9,62.8,1,3,4.1,0.7,0.3,0.8,1,1
7770,4932,62,16.4,2.5,0.8,2.1,38.2,0.3,0.4,27.8,0.8,1.3,51,0.8,1.8,2.6,2.7,1.2,0.3,0.9,1
6907,4933,48,17.6,5,2,5.9,33.3,0.7,2,37.6,0.4,0.5,78.2,0.3,1.2,1.5,1.8,0.5,0.1,0.8,1
12712,4934,81,23.7,13.4,5.4,11.5,47.2,0.2,0.7,11.6,2.3,3.2,77.4,1.5,1.8,3.4,2,0.8,0.4,1.6,1
1044,4935,41,7.2,2.3,1,2.3,43.2,0.2,0.6,-4.6,0.2,0.3,70.6,0.1,0.5,0.6,0.7,0.2,-0.1,0.7,0
262,4936,73,10.6,2.9,1.3,2.7,47.5,-0.2,-0.8,18.2,0.3,0.5,65.4,1.1,1.6,2.7,0.2,0.2,0.5,0.4,1
2813,4937,49,16.7,3.4,1.2,2.4,47.4,0.5,1.4,7.4,0.6,0.9,72.1,0.2,2.6,2.4,1,0.5,0,0.7,1
6399,4938,34,11.1,2.6,0.9,2.1,40.9,-0.4,-0.8,-18.4,1.5,2.4,62,1.6,2.4,3.8,0.4,0.4,0.5,0.7,1
5377,4939,74,19.7,8.5,2.9,7.5,38.9,1,2.5,42.3,1.6,1.9,76.6,1.1,1.8,3.1,1.7,0.8,0.3,1.2,1
7066,4940,94,29.9,10.1,3.8,6.2,60.1,0.5,1.4,1.7,2.1,3,75.3,1.5,6.1,7.6,1.9,0.9,0.3,1.8,1
9931,4941,64,10.6,4.5,1.9,3.8,48,0,-0.2,4.9,0.8,1.3,64.7,0.8,0.8,1.5,0.4,0.3,0.4,0.7,1
6049,4942,53,21.8,7.7,2.8,6.7,41.3,0.6,1.6,12,1.3,1.9,71,0.5,1.4,1.9,0.8,0.8,0.1,1.5,0
211,4943,48,12.6,3.5,1.2,4,29.3,0.8,2.5,32.9,0.7,1,71,0,0.6,0.5,3.8,0.8,-0.3,1.7,1
2443,4944,58,11.7,4.5,1.8,3.8,46.2,-0.7,-1.4,-1,1.4,2,69.4,2,2.1,3.8,0.5,0.7,0.2,1.1,1
1920,4945,54,9.7,5.8,2.2,3.3,63.1,0.5,1.1,36.6,0.9,1.8,54.7,1.4,3,4.8,0.1,0.1,0.2,0.7,1
8975,4946,49,16.5,3.2,1.1,3.1,38.7,0.3,1.1,13.3,0.8,1.2,69.7,0.6,2.5,3,1.2,0.5,0.2,0.7,1
1890,4947,37,15.1,4.8,1.9,4.1,48,0.3,0.9,5.7,0.7,1.4,55.7,0.8,3.2,3.9,0.8,0.2,0.1,0.9,1
1717,4948,79,30.2,14.4,5.4,11.8,46.1,0.4,1.4,10.4,3.2,4.5,79.5,1,4.6,5.5,2.5,0.6,2,3.7,1
11135,4949,57,10.5,4.2,1.7,3.8,46.3,0.1,0.4,3.1,0.6,1.3,41.8,0.8,1.8,2.6,0.3,0.3,0.3,0.7,1
10871,4950,44,9.7,5.2,2.2,4.2,50.6,0.3,0.4,36.8,0.8,1.2,66.9,0.8,1.1,1.8,0.5,0.3,0.2,0.7,1
8753,4951,76,14.7,3.6,1.4,3.6,41.7,-0.4,-0.9,16.8,1,1.3,74.1,0.3,2.3,2.3,1.2,0.5,0.3,1.3,1
10558,4952,58,7.5,2.5,1,1.8,53.4,-0.2,-0.8,-0.1,1.1,1.5,66.3,0.8,0.4,1,0.5,0.2,0.2,0.8,1
5475,4953,81,32.1,13.3,5.1,12.7,40.2,1,3.2,21.4,1.9,2.8,66.2,0.7,1.7,2.6,5.2,2,-0.3,2,1
3884,4954,63,18.3,5.5,2.4,6.5,37.8,0.8,2.5,27.6,0.4,0.6,69.6,0.2,0.8,0.9,2.3,0.7,0.1,1.2,1
9829,4955,33,10.7,3.2,1.2,2.6,44.9,0,0.3,-4,0.7,1.1,70.1,0.5,1.4,1.9,0.1,0.1,0.3,0.3,1
10179,4956,76,24.2,12,4.5,7.2,60.4,0.3,0.6,12.9,2.9,3.6,81.4,3.1,3.1,6.2,1.5,1,0.6,1.7,1
5959,4957,72,38.1,13,4.3,10.9,39.2,0.7,2.4,30.2,2.7,3.6,84,1.4,3.4,4.7,5.2,0.9,0,2.1,1
13609,4958,61,25.5,6.3,3.1,5.9,51.8,0,0.1,-0.6,0.5,0.9,55.8,2.6,4.1,6.6,1.6,1,1.2,1.2,1
11279,4959,63,25.6,7.9,3,5.9,50.2,-0.3,-0.8,5.7,2.1,3.3,69.7,3.1,4.8,7.9,0.5,0.8,0.8,1.3,1
5129,4960,64,10.3,3.1,1.4,2.5,55.9,-0.5,-1.5,-1.1,0.4,0.6,70.7,1.1,1.8,2.6,0.1,0,0.5,0.6,1
12878,4961,51,9.6,4.3,1.5,2.8,53.9,0,0,3.9,1.2,1.8,68.1,0.3,0.6,0.9,0.2,0.1,0.4,0.4,1
3212,4962,31,6.8,2.3,1,2.8,33.8,0.6,1.3,57,0.1,0.1,78.9,0.1,0.3,0.5,0.8,0.5,-0.4,0.2,1
9820,4963,27,6.4,2.6,1.1,2,54.7,-0.2,-0.4,-1.6,0.3,0.8,26.6,0.5,1.3,1.7,0.1,0.1,0.1,0.4,1
4148,4964,44,6.7,2.5,1,1.8,51.8,0.1,0.1,5.7,0.4,0.5,74.4,0.7,1,1.7,0.2,0.1,0.1,0.3,1
5110,4965,65,22.1,7.1,2.9,6.3,46.3,0.2,0.8,8.8,1.3,1.9,70.1,2.5,3.5,5.8,1.2,0.6,0.2,0.9,1
6560,4966,56,10,2.9,1.1,3.4,32.7,0,0.3,30.2,1,1.3,78,0.1,0.4,0.6,2.4,0.5,-1.2,0.7,0
9414,4967,73,26.8,11.8,4.7,10.4,44.2,0.2,0.9,31.8,2,3.1,60.9,2.3,3.3,5.7,1.4,0.9,0.3,2.1,1
6592,4968,32,5.8,1.6,0.6,1.6,39.4,0.4,1.6,48,0.2,0.2,73.3,0,0.5,0.6,0.6,0.2,-0.4,0.4,1
494,4969,44,14,7.7,2.9,6.7,40.2,0.6,1.8,34.2,1.4,1.7,87.6,1,1.4,2.4,1.8,0.4,0,1.5,0
5182,4970,77,45.9,15.4,5.8,14.2,40.5,1,2.9,32.7,2.2,2.7,83.9,0.8,3.5,4.3,7.4,1.9,0.3,1.8,1
11146,4971,47,23.3,5.6,2,4.4,45.6,0.4,0.8,32,0.9,1.5,64.8,1.4,4,5.5,1.6,0.6,0.7,1.2,0
11141,4972,61,24.3,7.5,3,9.5,27.5,1.1,3.1,44.9,0.8,1.1,69.2,0.2,1.5,1.6,4.4,1.1,0.2,1.2,1
3171,4973,46,9.1,2.5,1.1,2.9,37.3,-0.1,0,5.4,0.3,0.5,66.2,1,1.3,2.3,0.6,0.3,0.3,0.6,0
10702,4974,61,10.3,6.1,2.5,5.1,49.1,-0.1,-0.4,9.8,0.8,1.2,71.9,1.3,1.7,3,0.1,0.1,0.3,0.6,1
5426,4975,24,4.8,1.6,0.7,1.8,42.2,-0.2,0.1,14.3,0.1,0.2,61,0.2,0.2,0.4,0.4,0.4,-1.1,0.2,0
1821,4976,76,24.6,9.3,3.4,6.6,51.7,0.2,0.6,22.7,2.2,2.9,74.5,1.4,2.4,4.3,3.7,1.1,0.1,1.6,1
10335,4977,88,32.9,14.6,6.2,13.4,46.8,0.5,1.5,25.8,1.9,2.9,63.3,4.2,8.5,12.3,2.2,1,1.1,3,1
9693,4978,64,15.7,5.5,2.2,4.9,48.2,0.2,0.9,2.4,0.7,0.8,76.2,0.4,0.9,1.4,2.6,0.7,-0.1,1,1
12080,4979,53,25.6,7.9,3.3,6.3,52,0.3,0.6,34.8,1.3,2,67.8,0.9,1.6,2.6,1,0.7,0.3,0.9,1
6335,4980,79,17.9,6.4,2.5,5.7,44,0.4,0.8,18.1,1.5,2.2,66.7,1.2,2.7,4.1,1.3,0.7,0.3,1.2,1
7263,4981,59,7.4,2.6,0.9,2.3,38.5,0.6,1.8,6.6,0.6,1.1,59.6,1.2,1.5,2.5,0.1,0.2,0.2,0.4,0
13502,4982,55,29.3,12,4.4,9.4,46.6,0.9,2.4,34.9,1.7,2.5,65.6,1.8,4.9,7.2,0.7,0.9,0.3,1.2,1
10958,4983,60,11.7,5.4,2.2,4.5,48.6,0.3,0.6,18.4,0.9,1.1,72.4,1.3,2.1,3.4,0.6,0.3,0.1,0.7,1
7783,4984,58,14.6,6.6,2.6,5.5,46.2,-0.2,-0.1,-10.1,1.3,1.6,78.1,0.5,1.2,1.7,1.9,0.5,0.2,1.4,1
6827,4985,70,20,9.5,3.3,8.6,36.6,0.8,2.4,21.3,2.4,3.7,67.1,1.1,2.2,3.4,1.6,0.7,0.1,1.8,1
7409,4986,65,30.9,17.3,6.9,13.9,52.9,0.8,2.3,41.7,2.1,2.7,73.5,1.2,3.9,5.2,2.2,0.9,0.2,1.9,1
